TERM , D, IDF, TF-IDF
,273271,,0.0, 0.0,
Higher,1,,0.0, 0.0,
Highly,1,,0.0, 0.0,
Hillenius,1,,0.0, 0.0,
Hinrikus,1,,0.0, 0.0,
History”.,1,,0.0, 0.0,
Ho,113,,0.0, 0.0,
Hocking,1,,0.0, 0.0,
Holdings,2,,0.0, 0.0,
Homan,1,,0.0, 0.0,
Home,2,,0.0, 0.0,
Hong,3,,0.0, 0.0,
Hosts”.,1,,0.0, 0.0,
Hounsell,1,,0.0, 0.0,
House,1,,0.0, 0.0,
How,99,,0.0, 0.0,
How,,1,,0.0, 0.0,
However,,23,,0.0, 0.0,
Hu,9,,0.0, 0.0,
Huan,1,,0.0, 0.0,
Human,3,,0.0, 0.0,
Humans,1,,0.0, 0.0,
Hutton,1,,0.0, 0.0,
Huw,2,,0.0, 0.0,
Huy,1,,0.0, 0.0,
Hwan,1,,0.0, 0.0,
IBD,,1,,0.0, 0.0,
IBM,2,,0.0, 0.0,
IBM,,1,,0.0, 0.0,
ICICI,1,,0.0, 0.0,
ICOs,1,,0.0, 0.0,
IDG.,1,,0.0, 0.0,
IDPay,1,,0.0, 0.0,
IEX,1,,0.0, 0.0,
IFR,2,,0.0, 0.0,
IHS,1,,0.0, 0.0,
II),,1,,0.0, 0.0,
III,1,,0.0, 0.0,
ILS,5,,0.0, 0.0,
IMPACTING,7,,0.0, 0.0,
IMPERATIVES,1,,0.0, 0.0,
IMPORTANT,2,,0.0, 0.0,
IMPROVED,1,,0.0, 0.0,
INCREASING,1,,0.0, 0.0,
INFRASTRUCTURE,23,,0.0, 0.0,
ING,211,,0.0, 0.0,
INSTITUTIONS,1,,0.0, 0.0,
INSUFFICIENCY,1,,0.0, 0.0,
INSURANCE,27,,0.0, 0.0,
INSURER,1,,0.0, 0.0,
INTEGRATION,1,,0.0, 0.0,
INTERNATIONAL,1,,0.0, 0.0,
INTO,1,,0.0, 0.0,
INTRODUCTION,7,,0.0, 0.0,
INVESTMENT,22,,0.0, 0.0,
IQ,3,,0.0, 0.0,
IT,137,,0.0, 0.0,
Identity,3,,0.0, 0.0,
If,2,,0.0, 0.0,
Iliana,1,,0.0, 0.0,
Implications,119,,0.0, 0.0,
Important,2,,0.0, 0.0,
Improved,3,,0.0, 0.0,
Improvement,6,,0.0, 0.0,
Improvements,5,,0.0, 0.0,
Improvements,,1,,0.0, 0.0,
Improving,1,,0.0, 0.0,
In,496,,0.0, 0.0,
Including,1,,0.0, 0.0,
Income,3,,0.0, 0.0,
Increase,11,,0.0, 0.0,
Increased,10,,0.0, 0.0,
Increasing,18,,0.0, 0.0,
Increasingly,2,,0.0, 0.0,
Incremental,1,,0.0, 0.0,
Incubator,1,,0.0, 0.0,
Incumbent,65,,0.0, 0.0,
Incumbents,48,,0.0, 0.0,
Incumbents’,1,,0.0, 0.0,
Indian,2,,0.0, 0.0,
India’s,1,,0.0, 0.0,
Individual,9,,0.0, 0.0,
Industrial,2,,0.0, 0.0,
Industries,,1,,0.0, 0.0,
Industry,5,,0.0, 0.0,
Industry’s,1,,0.0, 0.0,
Inexperienced,1,,0.0, 0.0,
Information,4,,0.0, 0.0,
Infrastructure,13,,0.0, 0.0,
Infrastructure………………………………………………………………………………………………………………………………………………………………..,1,,0.0, 0.0,
Ingels,1,,0.0, 0.0,
Ingrained,1,,0.0, 0.0,
Initiation,1,,0.0, 0.0,
Inks,1,,0.0, 0.0,
Innotribe,1,,0.0, 0.0,
Innovate,1,,0.0, 0.0,
Innovation,10,,0.0, 0.0,
Innovation,,3,,0.0, 0.0,
Innovators,1,,0.0, 0.0,
Insider,8,,0.0, 0.0,
Insider.,4,,0.0, 0.0,
Instability,2,,0.0, 0.0,
Instant‐Approval,1,,0.0, 0.0,
Instead,2,,0.0, 0.0,
Institute,,1,,0.0, 0.0,
Institution,15,,0.0, 0.0,
Institutional,3,,0.0, 0.0,
Institutions,11,,0.0, 0.0,
Instruments,1,,0.0, 0.0,
Insurance,18,,0.0, 0.0,
Insurance”.,1,,0.0, 0.0,
Insurance…………………………………………………………………………………………………………………………………………………………………………………..,1,,0.0, 0.0,
Insurer,21,,0.0, 0.0,
Insurers,20,,0.0, 0.0,
Insurers’,1,,0.0, 0.0,
Insurtech,11,,0.0, 0.0,
Insurtechs,10,,0.0, 0.0,
Integrated,3,,0.0, 0.0,
Integrations”.,1,,0.0, 0.0,
Intelligence,3,,0.0, 0.0,
Intelligence.,1,,0.0, 0.0,
Intelligent,3,,0.0, 0.0,
Interac,2,,0.0, 0.0,
Interactions,1,,0.0, 0.0,
Interchange,5,,0.0, 0.0,
Interest,2,,0.0, 0.0,
Interfaces,1,,0.0, 0.0,
Intermediaries,5,,0.0, 0.0,
Intermediary,1,,0.0, 0.0,
International,11,,0.0, 0.0,
Interoperability,1,,0.0, 0.0,
Inter‐Value,1,,0.0, 0.0,
Intesa,1,,0.0, 0.0,
Intra‐Value,1,,0.0, 0.0,
Introduces,1,,0.0, 0.0,
Introduction,148,,0.0, 0.0,
Intuit,3,,0.0, 0.0,
Invesdor,1,,0.0, 0.0,
Invest,32,,0.0, 0.0,
Investing,2,,0.0, 0.0,
Investment,10,,0.0, 0.0,
Investopedia,4,,0.0, 0.0,
Investopedia.,2,,0.0, 0.0,
Investor,12,,0.0, 0.0,
Investors,8,,0.0, 0.0,
Investor‐led,1,,0.0, 0.0,
Invests,1,,0.0, 0.0,
In‐person,1,,0.0, 0.0,
Ireland,1,,0.0, 0.0,
Ironfly,1,,0.0, 0.0,
Is,22,,0.0, 0.0,
Issuers,5,,0.0, 0.0,
Issues,2,,0.0, 0.0,
Issues”.,1,,0.0, 0.0,
It,9,,0.0, 0.0,
Ivar,1,,0.0, 0.0,
Iyer,1,,0.0, 0.0,
J.,3,,0.0, 0.0,
J.P.,1,,0.0, 0.0,
JP,11,,0.0, 0.0,
JPM,4,,0.0, 0.0,
JPMorgan,3,,0.0, 0.0,
JV".,1,,0.0, 0.0,
Jack,1,,0.0, 0.0,
James,3,,0.0, 0.0,
Jan,4,,0.0, 0.0,
January,2,,0.0, 0.0,
Jan‐16,1,,0.0, 0.0,
Jared,2,,0.0, 0.0,
Jason,2,,0.0, 0.0,
Javelin,1,,0.0, 0.0,
Jeannot,1,,0.0, 0.0,
Jean‐Luc,1,,0.0, 0.0,
Jeff,3,,0.0, 0.0,
Jefferies”.,1,,0.0, 0.0,
Jennifer,3,,0.0, 0.0,
Jesse,4,,0.0, 0.0,
Jian,2,,0.0, 0.0,
Jiang,1,,0.0, 0.0,
Jing,1,,0.0, 0.0,
Joe,2,,0.0, 0.0,
Joel,1,,0.0, 0.0,
John,10,,0.0, 0.0,
Joint,1,,0.0, 0.0,
Jon,2,,0.0, 0.0,
Jones,1,,0.0, 0.0,
Jorge,1,,0.0, 0.0,
Josh,1,,0.0, 0.0,
Journal,12,,0.0, 0.0,
Journal.,5,,0.0, 0.0,
Journey,1,,0.0, 0.0,
Julia,1,,0.0, 0.0,
Julien,1,,0.0, 0.0,
Julius,1,,0.0, 0.0,
July,2,,0.0, 0.0,
June,4,,0.0, 0.0,
Jungerkes,1,,0.0, 0.0,
Jun‐17,1,,0.0, 0.0,
Jurgen,1,,0.0, 0.0,
Justin,1,,0.0, 0.0,
Jörg,1,,0.0, 0.0,
KEY,60,,0.0, 0.0,
KNOW,12,,0.0, 0.0,
KYC,2,,0.0, 0.0,
Kabbage,1,,0.0, 0.0,
Kai,1,,0.0, 0.0,
Kamalia,1,,0.0, 0.0,
Kang,1,,0.0, 0.0,
Kansler,1,,0.0, 0.0,
Karen,1,,0.0, 0.0,
Karl,1,,0.0, 0.0,
Kate,1,,0.0, 0.0,
Katleen,1,,0.0, 0.0,
Kay,1,,0.0, 0.0,
Kellie,1,,0.0, 0.0,
Kelly,2,,0.0, 0.0,
Ken,4,,0.0, 0.0,
Kensho,2,,0.0, 0.0,
Kensho’s,1,,0.0, 0.0,
Kent,1,,0.0, 0.0,
Kerrigan,1,,0.0, 0.0,
Kerry,1,,0.0, 0.0,
Ketan,1,,0.0, 0.0,
Kevin,2,,0.0, 0.0,
Key,61,,0.0, 0.0,
Keys,1,,0.0, 0.0,
Khoury‐Haq,1,,0.0, 0.0,
Kickstarter,1,,0.0, 0.0,
Kim,3,,0.0, 0.0,
Kimberly,1,,0.0, 0.0,
Kimerling,1,,0.0, 0.0,
King,8,,0.0, 0.0,
Kingdom,7,,0.0, 0.0,
Kingdom's,2,,0.0, 0.0,
Kingdom),1,,0.0, 0.0,
Kingdom,,1,,0.0, 0.0,
Kingdom’s,1,,0.0, 0.0,
Kirill,1,,0.0, 0.0,
Kirk,1,,0.0, 0.0,
Kithulegoda,1,,0.0, 0.0,
Klier,1,,0.0, 0.0,
Klosters,,2,,0.0, 0.0,
Know,1,,0.0, 0.0,
Kong,4,,0.0, 0.0,
Koppel,1,,0.0, 0.0,
Krishnan,1,,0.0, 0.0,
Kuchinad,1,,0.0, 0.0,
Kurzo,1,,0.0, 0.0,
LARGE,1,,0.0, 0.0,
LEADER,1,,0.0, 0.0,
LENDERS,1,,0.0, 0.0,
LENDING,23,,0.0, 0.0,
LHV,1,,0.0, 0.0,
LIFE,1,,0.0, 0.0,
LIQUIDITY,1,,0.0, 0.0,
LLC,2,,0.0, 0.0,
LLP,8,,0.0, 0.0,
LLP,,1,,0.0, 0.0,
LOCAL,1,,0.0, 0.0,
LOSS,1,,0.0, 0.0,
LOWEST,1,,0.0, 0.0,
LP,9,,0.0, 0.0,
Labor,2,,0.0, 0.0,
Labs,1,,0.0, 0.0,
Lack,7,,0.0, 0.0,
Ladder,3,,0.0, 0.0,
Lader,1,,0.0, 0.0,
Lakestar,1,,0.0, 0.0,
Lamaud,1,,0.0, 0.0,
Lambert,1,,0.0, 0.0,
Large,10,,0.0, 0.0,
Larsen,1,,0.0, 0.0,
Latimer,1,,0.0, 0.0,
Laurence,1,,0.0, 0.0,
Lawyer,2,,0.0, 0.0,
Lawyer,,1,,0.0, 0.0,
Lead,23,,0.0, 0.0,
Lead,,2,,0.0, 0.0,
Leader,12,,0.0, 0.0,
Leader,,2,,0.0, 0.0,
Leaders,5,,0.0, 0.0,
Leadership,2,,0.0, 0.0,
Leading,6,,0.0, 0.0,
Lean,1,,0.0, 0.0,
Learning,1,,0.0, 0.0,
Led,3,,0.0, 0.0,
Lee,3,,0.0, 0.0,
Legacy,1,,0.0, 0.0,
Legal,2,,0.0, 0.0,
Legally,1,,0.0, 0.0,
Legislation,1,,0.0, 0.0,
Lehmann,1,,0.0, 0.0,
Lei,1,,0.0, 0.0,
Lena,1,,0.0, 0.0,
LendIt,1,,0.0, 0.0,
LendUp,3,,0.0, 0.0,
LendUp,,1,,0.0, 0.0,
Lender5,1,,0.0, 0.0,
Lenders,12,,0.0, 0.0,
Lenders,,1,,0.0, 0.0,
Lending,16,,0.0, 0.0,
Lending6,1,,0.0, 0.0,
LendingClub.com,2,,0.0, 0.0,
LendingRobot,1,,0.0, 0.0,
Lending”.,1,,0.0, 0.0,
Lending………………………………………………………………………………………………………………………………………………………………………………………,1,,0.0, 0.0,
Lendinvest,1,,0.0, 0.0,
Lendio,1,,0.0, 0.0,
Less,2,,0.0, 0.0,
Leung,1,,0.0, 0.0,
Level,1,,0.0, 0.0,
Lexology.com.,1,,0.0, 0.0,
Li,46,,0.0, 0.0,
Liam,1,,0.0, 0.0,
Libby,1,,0.0, 0.0,
Liberty,3,,0.0, 0.0,
Life,21,,0.0, 0.0,
Life),8,,0.0, 0.0,
Lifestyle,1,,0.0, 0.0,
Lifetime,1,,0.0, 0.0,
Limit,7,,0.0, 0.0,
Limited,5,,0.0, 0.0,
Limits”.,1,,0.0, 0.0,
Linear,1,,0.0, 0.0,
Ling,1,,0.0, 0.0,
Linked,1,,0.0, 0.0,
Lipman,1,,0.0, 0.0,
Liquid,1,,0.0, 0.0,
Liveoak,1,,0.0, 0.0,
Lloyds,3,,0.0, 0.0,
Loans,2,,0.0, 0.0,
Loans,,1,,0.0, 0.0,
Loan‐Buying,1,,0.0, 0.0,
Location,1,,0.0, 0.0,
London,,1,,0.0, 0.0,
Long,1,,0.0, 0.0,
Loss,3,,0.0, 0.0,
Losses,1,,0.0, 0.0,
Low,5,,0.0, 0.0,
Lower,1,,0.0, 0.0,
Loyalty,1,,0.0, 0.0,
Luan,1,,0.0, 0.0,
Luc,2,,0.0, 0.0,
Luis,1,,0.0, 0.0,
Luminoso,1,,0.0, 0.0,
Lyft,1,,0.0, 0.0,
Lynch,1,,0.0, 0.0,
Lynn,2,,0.0, 0.0,
Lyon,1,,0.0, 0.0,
López‐Aranda,1,,0.0, 0.0,
M,535,,0.0, 0.0,
M&A,,1,,0.0, 0.0,
MACHINE,1,,0.0, 0.0,
MAJOR,7,,0.0, 0.0,
MANAGEMENT,22,,0.0, 0.0,
MANUFACTURERS?,1,,0.0, 0.0,
MARKET,22,,0.0, 0.0,
MATTER,4,,0.0, 0.0,
MCS,1,,0.0, 0.0,
MERCHANTS,1,,0.0, 0.0,
MIT,2,,0.0, 0.0,
MONETIZATION,3,,0.0, 0.0,
MX,3,,0.0, 0.0,
MacKinlay,1,,0.0, 0.0,
Machine,4,,0.0, 0.0,
Machines,1,,0.0, 0.0,
Macquarie,6,,0.0, 0.0,
Macquarie,,1,,0.0, 0.0,
Macquarie.,1,,0.0, 0.0,
Mad?".,1,,0.0, 0.0,
Mainstreaming,1,,0.0, 0.0,
Maintaining,1,,0.0, 0.0,
Maintenance,2,,0.0, 0.0,
Major,3,,0.0, 0.0,
Mak,1,,0.0, 0.0,
Manaa,1,,0.0, 0.0,
Management,13,,0.0, 0.0,
Management,,2,,0.0, 0.0,
Management”.,2,,0.0, 0.0,
Management…………………………………………………………………………………………………………………………………………………………..,1,,0.0, 0.0,
Manager,,1,,0.0, 0.0,
Managers,8,,0.0, 0.0,
Managers”,1,,0.0, 0.0,
Managing,2,,0.0, 0.0,
Manners,1,,0.0, 0.0,
Manu,2,,0.0, 0.0,
Manufacturing,1,,0.0, 0.0,
Many,13,,0.0, 0.0,
Many,,1,,0.0, 0.0,
Mapping,1,,0.0, 0.0,
Marathon,1,,0.0, 0.0,
Marc,4,,0.0, 0.0,
March,3,,0.0, 0.0,
March,,1,,0.0, 0.0,
Margin,4,,0.0, 0.0,
Margins,3,,0.0, 0.0,
Market,34,,0.0, 0.0,
Marketplace,12,,0.0, 0.0,
Marketplaces,3,,0.0, 0.0,
Markets,6,,0.0, 0.0,
Markets,,2,,0.0, 0.0,
Markit,1,,0.0, 0.0,
Marot,1,,0.0, 0.0,
Marsh,3,,0.0, 0.0,
Marta,1,,0.0, 0.0,
Martini,1,,0.0, 0.0,
Mary,2,,0.0, 0.0,
Mary‐Catherine,1,,0.0, 0.0,
Mashable,2,,0.0, 0.0,
Mashable.,1,,0.0, 0.0,
Mass,6,,0.0, 0.0,
MassMutual.,1,,0.0, 0.0,
Massimo,1,,0.0, 0.0,
Massive,1,,0.0, 0.0,
Mass‐Cresnik,,1,,0.0, 0.0,
Mastercard,6,,0.0, 0.0,
Masterson,1,,0.0, 0.0,
Matarranz,1,,0.0, 0.0,
Matter,4,,0.0, 0.0,
Matthews,1,,0.0, 0.0,
Max,3,,0.0, 0.0,
May,1,,0.0, 0.0,
McDonald,1,,0.0, 0.0,
McKellar,1,,0.0, 0.0,
McWaters,4,,0.0, 0.0,
McWaters,,1,,0.0, 0.0,
Meagher,2,,0.0, 0.0,
Meanwhile,,2,,0.0, 0.0,
Media,2,,0.0, 0.0,
Meeting,1,,0.0, 0.0,
Mehdi,1,,0.0, 0.0,
Member,5,,0.0, 0.0,
Members,2,,0.0, 0.0,
Menshov,1,,0.0, 0.0,
Merchants,8,,0.0, 0.0,
Merkel,1,,0.0, 0.0,
Merrill,3,,0.0, 0.0,
Mesny,1,,0.0, 0.0,
Metromile,1,,0.0, 0.0,
MiCai,1,,0.0, 0.0,
MiFID,,1,,0.0, 0.0,
Miao,1,,0.0, 0.0,
Michael,5,,0.0, 0.0,
Microsoft,,1,,0.0, 0.0,
Micro‐Insurance,1,,0.0, 0.0,
Micro‐insurance,1,,0.0, 0.0,
Middle,1,,0.0, 0.0,
Mifid,1,,0.0, 0.0,
Migration,1,,0.0, 0.0,
Mikaal,1,,0.0, 0.0,
Mike,2,,0.0, 0.0,
Millennials,1,,0.0, 0.0,
Million,1,,0.0, 0.0,
Mini,2,,0.0, 0.0,
Ministry,1,,0.0, 0.0,
Mint,1,,0.0, 0.0,
Minutes”.,1,,0.0, 0.0,
Mobile,11,,0.0, 0.0,
Model,4,,0.0, 0.0,
Models,1,,0.0, 0.0,
Model”.,1,,0.0, 0.0,
Modernization,1,,0.0, 0.0,
Modo,1,,0.0, 0.0,
Moffat,1,,0.0, 0.0,
Mol,1,,0.0, 0.0,
Moneris,1,,0.0, 0.0,
Monese,1,,0.0, 0.0,
Monetary,1,,0.0, 0.0,
Monetization,3,,0.0, 0.0,
Monetization:,1,,0.0, 0.0,
Money,3,,0.0, 0.0,
Money.,1,,0.0, 0.0,
MoneyFarm,1,,0.0, 0.0,
Monitor,2,,0.0, 0.0,
Monitor/Marsh,1,,0.0, 0.0,
Monlleo,1,,0.0, 0.0,
Monoline,3,,0.0, 0.0,
Monzo,1,,0.0, 0.0,
Moody's,1,,0.0, 0.0,
More,17,,0.0, 0.0,
Moreover,,2,,0.0, 0.0,
Morgan,20,,0.0, 0.0,
Morgan’s,1,,0.0, 0.0,
Morningstar,1,,0.0, 0.0,
Mortgage,3,,0.0, 0.0,
Mortgage,,1,,0.0, 0.0,
Most,1,,0.0, 0.0,
Motive,2,,0.0, 0.0,
Move,1,,0.0, 0.0,
Moving,2,,0.0, 0.0,
Much,1,,0.0, 0.0,
Mulderig,1,,0.0, 0.0,
Mumm,1,,0.0, 0.0,
Munich,5,,0.0, 0.0,
Munir,1,,0.0, 0.0,
Mutual,7,,0.0, 0.0,
Mutual,,1,,0.0, 0.0,
Mutualization,1,,0.0, 0.0,
Mutual”.,1,,0.0, 0.0,
N26,4,,0.0, 0.0,
N26:,1,,0.0, 0.0,
NASDAQ,1,,0.0, 0.0,
NAVIGATING,1,,0.0, 0.0,
NEEDS,1,,0.0, 0.0,
NEW,2,,0.0, 0.0,
NOT,8,,0.0, 0.0,
NOTE,1,,0.0, 0.0,
National,4,,0.0, 0.0,
Naureen,1,,0.0, 0.0,
Nearly,1,,0.0, 0.0,
Neat,1,,0.0, 0.0,
Need,3,,0.0, 0.0,
Needs,2,,0.0, 0.0,
Neese,1,,0.0, 0.0,
Neil,1,,0.0, 0.0,
NerdWallet,3,,0.0, 0.0,
NerdWallet.,1,,0.0, 0.0,
Nest,5,,0.0, 0.0,
Nest.,1,,0.0, 0.0,
Net,8,,0.0, 0.0,
Netherlands,1,,0.0, 0.0,
Network,4,,0.0, 0.0,
Networks,1,,0.0, 0.0,
Network”.,1,,0.0, 0.0,
Neukirchen,1,,0.0, 0.0,
New,72,,0.0, 0.0,
News,6,,0.0, 0.0,
News.,1,,0.0, 0.0,
Newswire,4,,0.0, 0.0,
Newswire.,2,,0.0, 0.0,
Nguyen,1,,0.0, 0.0,
Nicolas,1,,0.0, 0.0,
Nina,1,,0.0, 0.0,
Niroumand,1,,0.0, 0.0,
No,34,,0.0, 0.0,
Nolens,1,,0.0, 0.0,
Non‐,13,,0.0, 0.0,
Non‐Financial,1,,0.0, 0.0,
Non‐financial,9,,0.0, 0.0,
Non‐qualified,1,,0.0, 0.0,
Non‐scale,1,,0.0, 0.0,
Nordics,2,,0.0, 0.0,
Norm,4,,0.0, 0.0,
Normalized,,1,,0.0, 0.0,
Norris,2,,0.0, 0.0,
Note,7,,0.0, 0.0,
Note:,6,,0.0, 0.0,
November,1,,0.0, 0.0,
Now,1,,0.0, 0.0,
Number,4,,0.0, 0.0,
Numis,1,,0.0, 0.0,
OCC,15,,0.0, 0.0,
OCCUR,14,,0.0, 0.0,
OCCUR?,5,,0.0, 0.0,
OCCURRED,7,,0.0, 0.0,
OCCURRED?,5,,0.0, 0.0,
OF,26,,0.0, 0.0,
OFFERING,2,,0.0, 0.0,
OFFERINGS,1,,0.0, 0.0,
OMERS,1,,0.0, 0.0,
ON,151,,0.0, 0.0,
ONE,18,,0.0, 0.0,
OPC,1,,0.0, 0.0,
OPEN,1,,0.0, 0.0,
OPPORTUNITIES,1,,0.0, 0.0,
OPPORTUNITY…,1,,0.0, 0.0,
OR,99,,0.0, 0.0,
OTC,7,,0.0, 0.0,
OVERVIEW,10,,0.0, 0.0,
OWNERSHIP,2,,0.0, 0.0,
Observer,2,,0.0, 0.0,
Observer.,1,,0.0, 0.0,
Obvious,1,,0.0, 0.0,
Of,13,,0.0, 0.0,
Offer,4,,0.0, 0.0,
Offering,3,,0.0, 0.0,
Offerings,2,,0.0, 0.0,
Office,,1,,0.0, 0.0,
Officer,7,,0.0, 0.0,
Officer,,4,,0.0, 0.0,
Olexy,1,,0.0, 0.0,
On,36,,0.0, 0.0,
OnDeck,4,,0.0, 0.0,
OnDeck‐,1,,0.0, 0.0,
Once,3,,0.0, 0.0,
Oncescu,1,,0.0, 0.0,
One,6,,0.0, 0.0,
One‐Click),1,,0.0, 0.0,
One’s,1,,0.0, 0.0,
Ongoing,2,,0.0, 0.0,
Online,13,,0.0, 0.0,
Online‐based,1,,0.0, 0.0,
Ontario,1,,0.0, 0.0,
Open,9,,0.0, 0.0,
OpenFolio,1,,0.0, 0.0,
Operating,2,,0.0, 0.0,
Operational,1,,0.0, 0.0,
Opex,1,,0.0, 0.0,
Opportunity,1,,0.0, 0.0,
Orban,,1,,0.0, 0.0,
Organizations,5,,0.0, 0.0,
Origin,1,,0.0, 0.0,
Oris,1,,0.0, 0.0,
Orloff,1,,0.0, 0.0,
Other,6,,0.0, 0.0,
Otkritie,1,,0.0, 0.0,
Otterson,1,,0.0, 0.0,
Out,3,,0.0, 0.0,
Outstanding,1,,0.0, 0.0,
Over,8,,0.0, 0.0,
Overcapitalization,1,,0.0, 0.0,
Oversight,1,,0.0, 0.0,
Overvalued,1,,0.0, 0.0,
OwnersAdvisory,2,,0.0, 0.0,
Ownership,2,,0.0, 0.0,
Ownership:,1,,0.0, 0.0,
P&C,17,,0.0, 0.0,
P2P,5,,0.0, 0.0,
PAST,1,,0.0, 0.0,
PATHS,1,,0.0, 0.0,
PAYMENT,27,,0.0, 0.0,
PAYMENTS,26,,0.0, 0.0,
PHASE,2,,0.0, 0.0,
PLATFORM,6,,0.0, 0.0,
PLATFORMS,4,,0.0, 0.0,
POSSIBLE,7,,0.0, 0.0,
POST‐PSD2,1,,0.0, 0.0,
POST‐TRADE,1,,0.0, 0.0,
POTENTIAL,7,,0.0, 0.0,
POWER,1,,0.0, 0.0,
PR,19,,0.0, 0.0,
PRESSURES,1,,0.0, 0.0,
PRODUCT,2,,0.0, 0.0,
PRODUCTS,,1,,0.0, 0.0,
PROFESSIONAL,1,,0.0, 0.0,
PROFIT,2,,0.0, 0.0,
PROJECT,3,,0.0, 0.0,
PROVIDERS,1,,0.0, 0.0,
PSD,20,,0.0, 0.0,
PSD2,18,,0.0, 0.0,
PSD2,,2,,0.0, 0.0,
PSD2?,1,,0.0, 0.0,
PYMNTS.com,2,,0.0, 0.0,
PYMNTS.com.,1,,0.0, 0.0,
Palatnick,2,,0.0, 0.0,
Pan,1,,0.0, 0.0,
Part,22,,0.0, 0.0,
Participation,1,,0.0, 0.0,
Parties,1,,0.0, 0.0,
Partner,19,,0.0, 0.0,
Partner,,2,,0.0, 0.0,
Partners,15,,0.0, 0.0,
Partnership,9,,0.0, 0.0,
Partnerships,7,,0.0, 0.0,
Passive,1,,0.0, 0.0,
Pat,6,,0.0, 0.0,
Patchwork,1,,0.0, 0.0,
Paths,2,,0.0, 0.0,
Patterns,1,,0.0, 0.0,
Patwardhan,1,,0.0, 0.0,
Paul,4,,0.0, 0.0,
Pay,52,,0.0, 0.0,
Pay),2,,0.0, 0.0,
Pay),,1,,0.0, 0.0,
Pay,,1,,0.0, 0.0,
PayNearMe,1,,0.0, 0.0,
PayPal,6,,0.0, 0.0,
PayPal,,1,,0.0, 0.0,
Payday,1,,0.0, 0.0,
Payfone,1,,0.0, 0.0,
Payment,31,,0.0, 0.0,
Payments,22,,0.0, 0.0,
Payments.,1,,0.0, 0.0,
Payments…………………………………………………………………………………………………………………………………………………………………………………..,1,,0.0, 0.0,
Pay‐Per‐Use,1,,0.0, 0.0,
Pearce,1,,0.0, 0.0,
Pebble,2,,0.0, 0.0,
Peking,2,,0.0, 0.0,
Per,5,,0.0, 0.0,
Personal,2,,0.0, 0.0,
Per‐Customer,1,,0.0, 0.0,
Peter,4,,0.0, 0.0,
Peve,1,,0.0, 0.0,
PhD,1,,0.0, 0.0,
Phase,4,,0.0, 0.0,
Philipp,2,,0.0, 0.0,
Philippe,1,,0.0, 0.0,
Phillips,1,,0.0, 0.0,
Physical,1,,0.0, 0.0,
Pick,1,,0.0, 0.0,
Pilbauer,1,,0.0, 0.0,
Pine,1,,0.0, 0.0,
Pinkham,1,,0.0, 0.0,
Place,1,,0.0, 0.0,
Plana,1,,0.0, 0.0,
Plans,1,,0.0, 0.0,
Platform,48,,0.0, 0.0,
Platforms,36,,0.0, 0.0,
Platform‐based,1,,0.0, 0.0,
Platform”.,1,,0.0, 0.0,
Players,1,,0.0, 0.0,
Please,3,,0.0, 0.0,
Pointing,1,,0.0, 0.0,
Points,1,,0.0, 0.0,
Policy,1,,0.0, 0.0,
Political,2,,0.0, 0.0,
Political‐derived,1,,0.0, 0.0,
Polonsky,1,,0.0, 0.0,
Pol‐Erwan,1,,0.0, 0.0,
Pooled,1,,0.0, 0.0,
Pooling,1,,0.0, 0.0,
Poor,2,,0.0, 0.0,
Popularity,1,,0.0, 0.0,
Population,3,,0.0, 0.0,
PopulationPyramid.net,2,,0.0, 0.0,
PopulationPyramid.net.,1,,0.0, 0.0,
Portfolio,5,,0.0, 0.0,
Portfolios".,1,,0.0, 0.0,
Post,10,,0.0, 0.0,
Post.,1,,0.0, 0.0,
Post‐Crisis,1,,0.0, 0.0,
Post‐PSD2,4,,0.0, 0.0,
Post‐PSD2,,1,,0.0, 0.0,
Post‐Trade,2,,0.0, 0.0,
Post‐financial,1,,0.0, 0.0,
Potential,2,,0.0, 0.0,
Power,5,,0.0, 0.0,
Practice,1,,0.0, 0.0,
Pragmatic,1,,0.0, 0.0,
Predefined,1,,0.0, 0.0,
Prepared,1,,0.0, 0.0,
Presence,1,,0.0, 0.0,
President,,5,,0.0, 0.0,
Pressure,3,,0.0, 0.0,
Pressures,1,,0.0, 0.0,
Preston,1,,0.0, 0.0,
Pre‐existing,1,,0.0, 0.0,
Prices,1,,0.0, 0.0,
Prime,,1,,0.0, 0.0,
Private,2,,0.0, 0.0,
Problems,1,,0.0, 0.0,
Processes,3,,0.0, 0.0,
Product,16,,0.0, 0.0,
Product,,1,,0.0, 0.0,
Products,6,,0.0, 0.0,
Professional,1,,0.0, 0.0,
Profit,1,,0.0, 0.0,
ProgrammableWeb,1,,0.0, 0.0,
Programming,1,,0.0, 0.0,
Program”.,1,,0.0, 0.0,
Project,9,,0.0, 0.0,
Projects,1,,0.0, 0.0,
Proliferation,1,,0.0, 0.0,
Promoter,1,,0.0, 0.0,
Property,1,,0.0, 0.0,
Proprietary,1,,0.0, 0.0,
Prosper,2,,0.0, 0.0,
Prosumer,2,,0.0, 0.0,
Prosumers,1,,0.0, 0.0,
Protect,1,,0.0, 0.0,
Providers,7,,0.0, 0.0,
Publicly,1,,0.0, 0.0,
Purchased,1,,0.0, 0.0,
Purchasing,2,,0.0, 0.0,
Push,1,,0.0, 0.0,
Puth,1,,0.0, 0.0,
PwC,2,,0.0, 0.0,
PwC.,1,,0.0, 0.0,
